,condition_1,condition_2,score,statistic,p_value,p_value_adj
41,Eczema,T-Cell Lymphoma,local_entropy_1,2764484387.5,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2581533574.5,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2487302471.0,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2416462667.0,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,2357595082.0,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,3848074683.0,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,3842757089.0,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,3815298274.5,0.0,0.0
49,Eczema,T-Cell Lymphoma,egophily_4,3811205997.5,0.0,0.0
50,Eczema,T-Cell Lymphoma,egophily_5,3801965441.0,0.0,0.0
0,Psoriasis,Eczema,global_homophily,71.0,0.08901797772326324,0.2670539331697897
1,Psoriasis,Eczema,global_entropy,153.0,0.09709106759647709,0.29127320278943125
2,Psoriasis,T-Cell Lymphoma,global_homophily,144.0,0.1985058531538877,0.5955175594616631
3,Psoriasis,T-Cell Lymphoma,global_entropy,99.0,0.5897385933186072,1.7692157799558217
4,Eczema,T-Cell Lymphoma,global_homophily,196.0,0.0005759812107616887,0.0017279436322850663
5,Eczema,T-Cell Lymphoma,global_entropy,45.0,0.005452139856940547,0.01635641957082164
6,Psoriasis,Eczema,local_homophily_1,4490935518.5,1.4681017292999234e-254,4.40430518789977e-254
7,Psoriasis,Eczema,local_homophily_2,4317336004.0,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,4198327553.5,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,4097047073.5,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,4017433943.0,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,5351124852.0,3.321765288087077e-230,9.965295864261232e-230
12,Psoriasis,Eczema,local_entropy_2,5402975579.0,1.3723800964475978e-289,4.117140289342793e-289
13,Psoriasis,Eczema,local_entropy_3,5468483869.5,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,5543791122.5,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,5627601087.0,0.0,0.0
16,Psoriasis,Eczema,egophily_1,4627081646.5,6.31486706020796e-123,1.8944601180623883e-122
17,Psoriasis,Eczema,egophily_2,4646024145.5,1.3129519263097128e-107,3.9388557789291383e-107
18,Psoriasis,Eczema,egophily_3,4675707758.0,9.143772885030344e-87,2.743131865509103e-86
19,Psoriasis,Eczema,egophily_4,4670764985.5,4.496049495449375e-90,1.3488148486348124e-89
20,Psoriasis,Eczema,egophily_5,4668345505.5,1.023343683271022e-91,3.0700310498130657e-91
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,6058086809.5,5.683856266961484e-234,1.7051568800884452e-233
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,6322015488.5,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,6513702079.0,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,6640360568.5,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,6728618591.0,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,5106045177.5,2.4396223032448466e-261,7.31886690973454e-261
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,4870285968.0,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,4770019614.0,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,4717459035.5,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,4705459761.5,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,5884910737.5,5.79358720143825e-93,1.7380761604314748e-92
32,Psoriasis,T-Cell Lymphoma,egophily_2,5915052920.5,4.772593113095475e-112,1.4317779339286425e-111
33,Psoriasis,T-Cell Lymphoma,egophily_3,5908486394.5,1.5255309872638074e-107,4.576592961791422e-107
34,Psoriasis,T-Cell Lymphoma,egophily_4,5895097863.0,1.0824563273790345e-98,3.2473689821371034e-98
35,Psoriasis,T-Cell Lymphoma,egophily_5,5874576649.0,7.074239476340913e-86,2.1222718429022738e-85
36,Eczema,T-Cell Lymphoma,local_homophily_1,3880840839.0,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,4165986785.5,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,4349569622.5,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,4481125633.0,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,4585456607.5,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2496890379.0,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2311981214.0,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2211487270.0,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2133296985.5,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,2065763141.0,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,3662197888.5,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,3644784652.5,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,3620656891.5,0.0,0.0
49,Eczema,T-Cell Lymphoma,egophily_4,3615832318.0,0.0,0.0
50,Eczema,T-Cell Lymphoma,egophily_5,3610499606.0,0.0,0.0
0,Psoriasis,Eczema,global_homophily,71.0,0.08901797772326324,0.2670539331697897
1,Psoriasis,Eczema,global_entropy,155.0,0.08149464839345506,0.2444839451803652
2,Psoriasis,T-Cell Lymphoma,global_homophily,162.0,0.042110616791807005,0.12633185037542102
3,Psoriasis,T-Cell Lymphoma,global_entropy,74.0,0.11498741920155964,0.3449622576046789
4,Eczema,T-Cell Lymphoma,global_homophily,191.0,0.0012151954178690621,0.0036455862536071866
5,Eczema,T-Cell Lymphoma,global_entropy,68.0,0.06799575043506911,0.20398725130520734
6,Psoriasis,Eczema,local_homophily_1,3294478160.0,0.0,0.0
7,Psoriasis,Eczema,local_homophily_2,3104531524.5,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,2984030493.5,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,2893130228.0,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,2825264127.0,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4314949268.5,0.0,0.0
12,Psoriasis,Eczema,local_entropy_2,4389788127.0,0.0,0.0
13,Psoriasis,Eczema,local_entropy_3,4446316871.5,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,4507474478.5,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,4574886125.0,0.0,0.0
16,Psoriasis,Eczema,egophily_1,3443177874.5,2.8803835442540566e-252,8.64115063276217e-252
17,Psoriasis,Eczema,egophily_2,3458251082.0,2.1945223392612324e-230,6.583567017783698e-230
18,Psoriasis,Eczema,egophily_3,3489949230.0,1.014102336870322e-190,3.042307010610966e-190
19,Psoriasis,Eczema,egophily_4,3488349307.0,1.2574897697690944e-192,3.772469309307283e-192
20,Psoriasis,Eczema,egophily_5,3487223736.0,5.633981876486638e-194,1.6901945629459913e-193
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,5881214219.0,1.406929783876075e-238,4.220789351628225e-238
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,6147864063.5,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,6334125632.0,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,6455133495.5,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,6541285726.5,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,4936603670.5,2.1607206209632878e-280,6.482161862889864e-280
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,4649044448.0,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,4529258381.5,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,4474556420.0,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,4457931251.5,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,5714543264.0,1.1592408291199928e-96,3.4777224873599783e-96
32,Psoriasis,T-Cell Lymphoma,egophily_2,5759135161.5,1.8686779303537743e-127,5.6060337910613226e-127
33,Psoriasis,T-Cell Lymphoma,egophily_3,5775479329.0,3.881283001828071e-140,1.1643849005484213e-139
34,Psoriasis,T-Cell Lymphoma,egophily_4,5767004021.5,1.81656394465481e-133,5.44969183396443e-133
35,Psoriasis,T-Cell Lymphoma,egophily_5,5749053659.5,6.889786037103423e-120,2.066935811131027e-119
36,Eczema,T-Cell Lymphoma,local_homophily_1,3608760525.0,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,3875858904.5,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,4050295531.5,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,4175222249.5,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,4272778051.0,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2360354125.5,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2201871709.5,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2126549339.0,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2072246145.0,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,2023293384.0,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,3410764413.0,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,3392280441.0,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,3366834806.5,0.0,0.0
49,Eczema,T-Cell Lymphoma,egophily_4,3358987933.0,0.0,0.0
50,Eczema,T-Cell Lymphoma,egophily_5,3350161423.0,0.0,0.0
0,Psoriasis,Eczema,global_homophily,103.0,0.7089232340537643,2.126769702161293
1,Psoriasis,Eczema,global_entropy,120.0,0.7715511878155722,2.3146535634467167
2,Psoriasis,T-Cell Lymphoma,global_homophily,174.0,0.01140098291155517,0.03420294873466551
3,Psoriasis,T-Cell Lymphoma,global_entropy,73.0,0.10573920209087935,0.31721760627263806
4,Eczema,T-Cell Lymphoma,global_homophily,200.0,0.0003078634611799441,0.0009235903835398322
5,Eczema,T-Cell Lymphoma,global_entropy,34.0,0.0012151954178690621,0.0036455862536071866
6,Psoriasis,Eczema,local_homophily_1,3389782229.5,7.980648891568934e-274,2.39419466747068e-273
7,Psoriasis,Eczema,local_homophily_2,3258854520.0,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,3176581995.5,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,3106140487.0,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,3048770366.5,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4120862559.0,1.0136990269293627e-244,3.041097080788088e-244
12,Psoriasis,Eczema,local_entropy_2,4137818625.0,5.447645794873766e-268,1.6342937384621299e-267
13,Psoriasis,Eczema,local_entropy_3,4167938819.0,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,4201362667.0,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,4247234511.5,0.0,0.0
16,Psoriasis,Eczema,egophily_1,3496009604.5,3.4531336577186664e-142,1.0359400973155999e-141
17,Psoriasis,Eczema,egophily_2,3520358326.0,3.3245041743468005e-117,9.973512523040402e-117
18,Psoriasis,Eczema,egophily_3,3544024729.5,5.3312832869823785e-96,1.5993849860947137e-95
19,Psoriasis,Eczema,egophily_4,3542711656.0,4.0654593450146114e-97,1.2196378035043834e-96
20,Psoriasis,Eczema,egophily_5,3541570743.0,4.280776586111992e-98,1.2842329758335978e-97
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,5720105282.0,0.0,0.0
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,6060478697.5,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,6300282681.5,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,6459386105.0,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,6576891610.0,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,4513870529.0,0.0,0.0
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,4141666242.5,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,3980617019.0,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,3897047245.0,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,3859051628.5,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,5511512883.0,1.1495878218457026e-167,3.448763465537108e-167
32,Psoriasis,T-Cell Lymphoma,egophily_2,5579036758.0,8.257237492442942e-233,2.4771712477328824e-232
33,Psoriasis,T-Cell Lymphoma,egophily_3,5604417052.5,1.1573599692553682e-260,3.4720799077661045e-260
34,Psoriasis,T-Cell Lymphoma,egophily_4,5595656192.5,7.597764415975941e-251,2.2793293247927824e-250
35,Psoriasis,T-Cell Lymphoma,egophily_5,5582656904.0,1.2335141550382998e-236,3.700542465114899e-236
36,Eczema,T-Cell Lymphoma,local_homophily_1,4313892817.0,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,4616087251.0,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,4805268411.5,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,4930791299.5,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,5020404010.5,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2843728364.5,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2645630671.0,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2539352448.0,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2460950653.5,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,2401321179.5,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,4083815347.0,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,4075947539.5,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,4044570251.0,0.0,0.0
49,Eczema,T-Cell Lymphoma,egophily_4,4040241085.0,0.0,0.0
50,Eczema,T-Cell Lymphoma,egophily_5,4033662072.5,0.0,0.0
0,Psoriasis,Eczema,global_homophily,87.0,0.2997583700887151,0.8992751102661453
1,Psoriasis,Eczema,global_entropy,127.0,0.5614474146848649,1.6843422440545948
2,Psoriasis,T-Cell Lymphoma,global_homophily,135.0,0.3614963660708982,1.0844890982126945
3,Psoriasis,T-Cell Lymphoma,global_entropy,111.0,0.9669147771731937,2.900744331519581
4,Eczema,T-Cell Lymphoma,global_homophily,194.0,0.0007802051762911044,0.002340615528873313
5,Eczema,T-Cell Lymphoma,global_entropy,49.0,0.00897202481281498,0.02691607443844494
6,Psoriasis,Eczema,local_homophily_1,3683595929.5,0.0,0.0
7,Psoriasis,Eczema,local_homophily_2,3513846696.0,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,3408897616.5,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,3328143174.5,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,3266507601.5,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4600839522.0,0.0,0.0
12,Psoriasis,Eczema,local_entropy_2,4667497154.0,0.0,0.0
13,Psoriasis,Eczema,local_entropy_3,4736495118.0,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,4808607148.5,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,4882461213.0,0.0,0.0
16,Psoriasis,Eczema,egophily_1,3819110147.5,2.14475215199824e-180,6.43425645599472e-180
17,Psoriasis,Eczema,egophily_2,3832798599.5,1.3881891623703593e-164,4.164567487111078e-164
18,Psoriasis,Eczema,egophily_3,3860706096.5,8.801820043331767e-137,2.64054601299953e-136
19,Psoriasis,Eczema,egophily_4,3854282824.5,6.087357563775467e-143,1.82620726913264e-142
20,Psoriasis,Eczema,egophily_5,3847736397.0,2.3067410213813836e-149,6.920223064144151e-149
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,5670273178.0,3.3450272116653845e-175,1.0035081634996154e-174
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,5905986653.5,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,6072005109.0,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,6175598766.5,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,6247188784.5,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,4890393736.0,1.84896627396857e-190,5.54689882190571e-190
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,4708089842.0,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,4663186038.0,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,4649865292.5,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,4659947199.0,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,5525123550.5,1.440033499839427e-68,4.320100499518281e-68
32,Psoriasis,T-Cell Lymphoma,egophily_2,5545583600.0,5.6439383263737334e-80,1.6931814979121202e-79
33,Psoriasis,T-Cell Lymphoma,egophily_3,5539826165.5,1.710165444702397e-76,5.130496334107192e-76
34,Psoriasis,T-Cell Lymphoma,egophily_4,5523243948.0,5.9461374904684e-67,1.7838412471405202e-66
35,Psoriasis,T-Cell Lymphoma,egophily_5,5501125992.0,3.092324970521874e-55,9.276974911565623e-55
36,Eczema,T-Cell Lymphoma,local_homophily_1,4269827608.5,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,4591953132.5,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,4798645208.0,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,4943491565.5,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,5056941678.5,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2718009154.0,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2495534158.5,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2371201296.5,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2273744405.5,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,2193762372.0,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,4025605055.0,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,4009340773.5,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,3984440400.0,0.0,0.0
49,Eczema,T-Cell Lymphoma,egophily_4,3979786606.5,0.0,0.0
50,Eczema,T-Cell Lymphoma,egophily_5,3974317175.0,0.0,0.0
0,Psoriasis,Eczema,global_homophily,66.0,0.05639236422683157,0.1691770926804947
1,Psoriasis,Eczema,global_entropy,158.0,0.06196961991403871,0.18590885974211613
2,Psoriasis,T-Cell Lymphoma,global_homophily,169.0,0.020191414969204246,0.060574244907612734
3,Psoriasis,T-Cell Lymphoma,global_entropy,80.0,0.1844100692216365,0.5532302076649095
4,Eczema,T-Cell Lymphoma,global_homophily,194.0,0.0007802051762911044,0.002340615528873313
5,Eczema,T-Cell Lymphoma,global_entropy,46.0,0.006189824426537995,0.018569473279613984
6,Psoriasis,Eczema,local_homophily_1,3219242410.5,0.0,0.0
7,Psoriasis,Eczema,local_homophily_2,3012428580.0,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,2877501153.5,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,2769727116.0,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,2683231436.5,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4292585206.5,0.0,0.0
12,Psoriasis,Eczema,local_entropy_2,4380132241.5,0.0,0.0
13,Psoriasis,Eczema,local_entropy_3,4447270424.5,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,4518552436.5,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,4598498134.0,0.0,0.0
16,Psoriasis,Eczema,egophily_1,3376389543.5,5.596331588892767e-282,1.6788994766678303e-281
17,Psoriasis,Eczema,egophily_2,3397902438.5,1.0745329670589669e-249,3.2235989011769005e-249
18,Psoriasis,Eczema,egophily_3,3429830854.5,7.102114615290052e-208,2.1306343845870156e-207
19,Psoriasis,Eczema,egophily_4,3426867770.5,1.3810417041991724e-211,4.143125112597517e-211
20,Psoriasis,Eczema,egophily_5,3424554123.0,1.649253155934819e-214,4.9477594678044575e-214
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,5738191841.0,1.7431040368053074e-287,5.229312110415922e-287
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,6023278981.5,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,6225193355.5,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,6353958860.0,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,6444216077.5,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,4720358999.0,0.0,0.0
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,4430937224.5,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,4315943549.0,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,4268392347.5,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,4257177541.5,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,5556617087.0,1.4304452534400235e-114,4.2913357603200704e-114
32,Psoriasis,T-Cell Lymphoma,egophily_2,5608972675.0,3.1724941487955083e-155,9.517482446386525e-155
33,Psoriasis,T-Cell Lymphoma,egophily_3,5617714883.5,9.064528296118135e-163,2.7193584888354405e-162
34,Psoriasis,T-Cell Lymphoma,egophily_4,5603975518.0,6.13923149490713e-151,1.841769448472139e-150
35,Psoriasis,T-Cell Lymphoma,egophily_5,5586063565.5,3.3987528963613233e-136,1.019625868908397e-135
36,Eczema,T-Cell Lymphoma,local_homophily_1,3629573341.5,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,3891211488.0,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,4058978715.5,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,4173233745.0,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,4258986337.5,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2409432971.0,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2257800205.5,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2183030562.0,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2128762573.5,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,2082734125.5,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,3433812515.0,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,3417808717.5,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,3389762099.0,0.0,0.0
49,Eczema,T-Cell Lymphoma,egophily_4,3380925000.0,0.0,0.0
50,Eczema,T-Cell Lymphoma,egophily_5,3373157601.0,0.0,0.0
0,Psoriasis,Eczema,global_homophily,66.0,0.05639236422683157,0.1691770926804947
1,Psoriasis,Eczema,global_entropy,147.0,0.15846460599820356,0.47539381799461067
2,Psoriasis,T-Cell Lymphoma,global_homophily,176.0,0.00897202481281498,0.02691607443844494
3,Psoriasis,T-Cell Lymphoma,global_entropy,70.0,0.08149464839345506,0.2444839451803652
4,Eczema,T-Cell Lymphoma,global_homophily,190.0,0.0014040790204992788,0.004212237061497837
5,Eczema,T-Cell Lymphoma,global_entropy,51.0,0.01140098291155517,0.03420294873466551
6,Psoriasis,Eczema,local_homophily_1,3599015941.0,1.6504448548569576e-250,4.951334564570873e-250
7,Psoriasis,Eczema,local_homophily_2,3431628066.0,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,3314058160.0,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,3216338139.0,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,3137542289.5,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4316541761.5,8.628467398079132e-214,2.5885402194237395e-213
12,Psoriasis,Eczema,local_entropy_2,4337459144.5,7.541978956979686e-240,2.262593687093906e-239
13,Psoriasis,Eczema,local_entropy_3,4370221730.5,2.3466767449148815e-284,7.040030234744644e-284
14,Psoriasis,Eczema,local_entropy_4,4416703869.5,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,4478426592.0,0.0,0.0
16,Psoriasis,Eczema,egophily_1,3716380992.0,5.662818962753249e-119,1.6988456888259745e-118
17,Psoriasis,Eczema,egophily_2,3748695333.5,1.3432829477715524e-90,4.029848843314657e-90
18,Psoriasis,Eczema,egophily_3,3781942924.0,4.077122389403171e-66,1.2231367168209512e-65
19,Psoriasis,Eczema,egophily_4,3783284417.5,3.283969234864868e-65,9.851907704594603e-65
20,Psoriasis,Eczema,egophily_5,3784972850.5,4.4309085723227425e-64,1.3292725716968227e-63
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,6214346299.5,8.873614783574292e-253,2.6620844350722875e-252
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,6510037938.5,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,6722492302.5,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,6871437118.0,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,6986646719.0,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,5222578296.0,3.894823540273834e-273,1.1684470620821501e-272
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,4992088300.0,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,4918978093.5,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,4870023864.5,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,4853826335.0,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,6038602725.5,2.1270999494710778e-104,6.381299848413234e-104
32,Psoriasis,T-Cell Lymphoma,egophily_2,6058963432.5,2.4527767157529637e-117,7.358330147258891e-117
33,Psoriasis,T-Cell Lymphoma,egophily_3,6055734721.5,4.564926298792539e-115,1.3694778896377618e-114
34,Psoriasis,T-Cell Lymphoma,egophily_4,6044298261.0,2.7084476308753616e-107,8.125342892626085e-107
35,Psoriasis,T-Cell Lymphoma,egophily_5,6026762467.0,6.508213923853653e-96,1.9524641771560957e-95
36,Eczema,T-Cell Lymphoma,local_homophily_1,4372062217.5,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,4688162166.5,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,4891958268.0,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,5032679726.0,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,5133799382.5,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2876513431.0,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2623292063.0,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2477287858.0,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2370850111.5,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,2290413299.0,0.0,0.0
