,condition_1,condition_2,score,statistic,p_value,p_value_adj
9,Psoriasis,Eczema,local_homophily_4,3326872683.0,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,3253890629.5,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4736275395.0,0.0,0.0
12,Psoriasis,Eczema,local_entropy_2,4819488973.5,0.0,0.0
13,Psoriasis,Eczema,local_entropy_3,4891490212.5,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,4963759609.5,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,5038413916.5,0.0,0.0
16,Psoriasis,Eczema,egophily_1,3878826501.0,3.642339672905003e-205,1.0927019018715009e-204
17,Psoriasis,Eczema,egophily_2,3892337794.5,9.342283219104832e-189,2.8026849657314495e-188
18,Psoriasis,Eczema,egophily_3,3918767101.0,4.588465638055733e-161,1.3765396914167198e-160
19,Psoriasis,Eczema,egophily_4,3915441842.0,2.02411382663634e-164,6.07234147990902e-164
20,Psoriasis,Eczema,egophily_5,3910166481.5,8.080862953072282e-170,2.4242588859216848e-169
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,5947075835.0,6.2636353235594995e-220,1.87909059706785e-219
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,6210582524.5,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,6398409225.5,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,6522384643.5,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,6612826258.0,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,5052037816.5,1.5734021396028534e-232,4.72020641880856e-232
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,4866243341.0,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,4818437768.5,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,4793513009.0,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,4791966383.0,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,5782378652.5,1.0453161170969238e-87,3.1359483512907714e-87
32,Psoriasis,T-Cell Lymphoma,egophily_2,5797586661.5,1.221963209718503e-96,3.6658896291555093e-96
33,Psoriasis,T-Cell Lymphoma,egophily_3,5782799269.5,3.011275037264721e-87,9.033825111794163e-87
34,Psoriasis,T-Cell Lymphoma,egophily_4,5768961716.0,6.444392301471097e-79,1.9333176904413292e-78
35,Psoriasis,T-Cell Lymphoma,egophily_5,5747339204.5,9.387989521084425e-67,2.816396856325328e-66
36,Eczema,T-Cell Lymphoma,local_homophily_1,3538543756.5,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,3769178616.5,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,3918797494.0,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,4028147099.0,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,4116065143.5,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2475182843.0,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2353957246.0,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2289428866.0,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2236992407.5,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,2191005368.5,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,3368149751.5,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,3343723116.0,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,3320160576.5,6.694408825573411e-277,2.008322647672023e-276
49,Eczema,T-Cell Lymphoma,egophily_4,3314834547.5,1.0036985140999297e-267,3.0110955422997892e-267
50,Eczema,T-Cell Lymphoma,egophily_5,3308872958.5,1.2110036356955405e-257,3.633010907086621e-257
0,Psoriasis,Eczema,global_homophily,74.0,0.11498741920155964,0.3449622576046789
1,Psoriasis,Eczema,global_entropy,142.0,0.22902896662469463,0.6870868998740839
2,Psoriasis,T-Cell Lymphoma,global_homophily,191.0,0.0012151954178690621,0.0036455862536071866
3,Psoriasis,T-Cell Lymphoma,global_entropy,66.0,0.05639236422683157,0.1691770926804947
4,Eczema,T-Cell Lymphoma,global_homophily,194.0,0.0007802051762911044,0.002340615528873313
5,Eczema,T-Cell Lymphoma,global_entropy,69.0,0.0744956919139866,0.2234870757419598
6,Psoriasis,Eczema,local_homophily_1,3654340696.0,0.0,0.0
7,Psoriasis,Eczema,local_homophily_2,3457672457.5,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,3334821857.0,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,3245154567.0,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,3177737346.5,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4656544927.5,0.0,0.0
12,Psoriasis,Eczema,local_entropy_2,4728524687.5,0.0,0.0
13,Psoriasis,Eczema,local_entropy_3,4793691765.5,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,4862069244.0,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,4936486044.0,0.0,0.0
16,Psoriasis,Eczema,egophily_1,3806267131.0,2.0959947815929458e-210,6.287984344778837e-210
17,Psoriasis,Eczema,egophily_2,3823541077.5,3.2300168439261085e-189,9.690050531778325e-189
18,Psoriasis,Eczema,egophily_3,3858091596.0,1.139275057918836e-152,3.4178251737565078e-152
19,Psoriasis,Eczema,egophily_4,3853286697.0,1.651032461018693e-157,4.9530973830560786e-157
20,Psoriasis,Eczema,egophily_5,3847819390.5,4.135643803838201e-163,1.2406931411514604e-162
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,6030896877.5,0.0,0.0
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,6390530285.5,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,6653813371.5,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,6831126805.0,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,6959816420.5,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,4759135501.5,0.0,0.0
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,4456081639.5,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,4335449889.5,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,4271494260.0,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,4247405748.5,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,5800396532.0,2.506930537961275e-178,7.520791613883826e-178
32,Psoriasis,T-Cell Lymphoma,egophily_2,5838236283.5,1.7086354195490067e-212,5.12590625864702e-212
33,Psoriasis,T-Cell Lymphoma,egophily_3,5835023526.0,2.691314874285338e-209,8.073944622856014e-209
34,Psoriasis,T-Cell Lymphoma,egophily_4,5819947046.0,7.957746152554774e-195,2.3873238457664323e-194
35,Psoriasis,T-Cell Lymphoma,egophily_5,5799642423.5,3.624455896112587e-176,1.0873367688337762e-175
36,Eczema,T-Cell Lymphoma,local_homophily_1,4060362600.5,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,4351952314.0,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,4547654732.0,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,4685197766.5,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,4787169379.0,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2829961036.5,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2658816404.5,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2570569614.0,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2501976093.5,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,2444886989.0,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,3851560056.5,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,3834170879.0,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,3804295480.0,5.3811129499275684e-297,1.6143338849782705e-296
49,Eczema,T-Cell Lymphoma,egophily_4,3794259647.5,7.713565029335496e-281,2.314069508800649e-280
50,Eczema,T-Cell Lymphoma,egophily_5,3784515583.0,1.3640823599343343e-265,4.0922470798030026e-265
0,Psoriasis,Eczema,global_homophily,68.0,0.06799575043506911,0.20398725130520734
1,Psoriasis,Eczema,global_entropy,150.0,0.12486035998214667,0.37458107994644
2,Psoriasis,T-Cell Lymphoma,global_homophily,168.0,0.02253107159485839,0.06759321478457517
3,Psoriasis,T-Cell Lymphoma,global_entropy,80.0,0.1844100692216365,0.5532302076649095
4,Eczema,T-Cell Lymphoma,global_homophily,200.0,0.0003078634611799441,0.0009235903835398322
5,Eczema,T-Cell Lymphoma,global_entropy,51.0,0.01140098291155517,0.03420294873466551
6,Psoriasis,Eczema,local_homophily_1,3988708720.5,4.763764645361796e-250,1.4291293936085386e-249
7,Psoriasis,Eczema,local_homophily_2,3820171250.5,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,3709451236.0,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,3621354372.5,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,3553533957.5,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4760342230.5,5.194916983783537e-212,1.5584750951350612e-211
12,Psoriasis,Eczema,local_entropy_2,4783121617.0,2.8944473552932264e-238,8.683342065879679e-238
13,Psoriasis,Eczema,local_entropy_3,4814829163.0,6.398964221635737e-278,1.919689266490721e-277
14,Psoriasis,Eczema,local_entropy_4,4864997500.5,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,4932760950.0,0.0,0.0
16,Psoriasis,Eczema,egophily_1,4109150938.0,6.874326204921486e-124,2.062297861476446e-123
17,Psoriasis,Eczema,egophily_2,4144092207.0,7.97501935284339e-95,2.392505805853017e-94
18,Psoriasis,Eczema,egophily_3,4173506256.0,6.212422541834195e-74,1.8637267625502584e-73
19,Psoriasis,Eczema,egophily_4,4173173807.5,3.743043767981646e-74,1.1229131303944939e-73
20,Psoriasis,Eczema,egophily_5,4173117653.5,3.4358304670994457e-74,1.0307491401298337e-73
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,5406330918.0,3.0707405050478844e-236,9.212221515143653e-236
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,5641170815.5,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,5809862383.0,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,5922882833.5,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,6000842332.5,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,4535541045.0,3.8456041892645953e-261,1.1536812567793786e-260
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,4305103818.0,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,4198439184.0,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,4144178870.0,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,4131154390.0,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,5247983426.0,3.558172216922534e-94,1.0674516650767601e-93
32,Psoriasis,T-Cell Lymphoma,egophily_2,5272663812.5,3.178519928329992e-111,9.535559784989975e-111
33,Psoriasis,T-Cell Lymphoma,egophily_3,5275488713.5,2.4540213941968464e-113,7.362064182590539e-113
34,Psoriasis,T-Cell Lymphoma,egophily_4,5265445503.5,7.822501123024733e-106,2.34675033690742e-105
35,Psoriasis,T-Cell Lymphoma,egophily_5,5246088401.5,4.138208121020689e-92,1.2414624363062068e-91
36,Eczema,T-Cell Lymphoma,local_homophily_1,3868546001.0,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,4113901620.0,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,4271540147.0,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,4382759397.0,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,4467944975.5,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2696128968.5,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2545756004.0,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2458975625.5,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2400427373.5,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,2349033213.5,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,3683670190.5,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,3665560438.5,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,3642902835.0,0.0,0.0
49,Eczema,T-Cell Lymphoma,egophily_4,3640890006.0,0.0,0.0
50,Eczema,T-Cell Lymphoma,egophily_5,3632992623.5,5.973260051516333e-301,1.7919780154548997e-300
0,Psoriasis,Eczema,global_homophily,81.0,0.1985058531538877,0.5955175594616631
1,Psoriasis,Eczema,global_entropy,133.0,0.4067868333984651,1.2203605001953952
2,Psoriasis,T-Cell Lymphoma,global_homophily,115.0,0.9338864180775845,2.801659254232754
3,Psoriasis,T-Cell Lymphoma,global_entropy,128.0,0.5338294217441396,1.601488265232419
4,Eczema,T-Cell Lymphoma,global_homophily,181.0,0.004794758682161994,0.014384276046485983
5,Eczema,T-Cell Lymphoma,global_entropy,66.0,0.05639236422683157,0.1691770926804947
6,Psoriasis,Eczema,local_homophily_1,3893328665.0,1.4220548225777556e-296,4.266164467733267e-296
7,Psoriasis,Eczema,local_homophily_2,3709952934.0,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,3596492383.0,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,3515396545.0,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,3454696369.0,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4759262249.5,2.2297999804288846e-289,6.689399941286654e-289
12,Psoriasis,Eczema,local_entropy_2,4829655340.0,0.0,0.0
13,Psoriasis,Eczema,local_entropy_3,4881935517.0,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,4930641126.5,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,4989001221.0,0.0,0.0
16,Psoriasis,Eczema,egophily_1,4023456396.5,3.595467899458613e-147,1.078640369837584e-146
17,Psoriasis,Eczema,egophily_2,4034108106.5,2.840090572266892e-136,8.520271716800676e-136
18,Psoriasis,Eczema,egophily_3,4063036113.5,3.615686041375938e-111,1.0847058124127813e-110
19,Psoriasis,Eczema,egophily_4,4062214233.0,7.640089765756039e-112,2.2920269297268116e-111
20,Psoriasis,Eczema,egophily_5,4059912991.0,9.484040608350854e-114,2.845212182505256e-113
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,6420059547.0,1.3992820910541171e-115,4.197846273162352e-115
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,6612874292.5,5.789769273437486e-278,1.736930782031246e-277
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,6741677143.0,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,6830549105.5,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,6899422030.0,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,5720804409.0,2.332937201956125e-125,6.998811605868376e-125
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,5543316409.5,9.482703927270711e-278,2.8448111781812134e-277
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,5490887545.0,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,5470231160.0,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,5486226505.0,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,6301256985.5,1.9863427337699188e-50,5.959028201309757e-50
32,Psoriasis,T-Cell Lymphoma,egophily_2,6309304898.5,1.4572552534348583e-53,4.371765760304575e-53
33,Psoriasis,T-Cell Lymphoma,egophily_3,6310574657.5,4.0319797251513883e-54,1.2095939175454165e-53
34,Psoriasis,T-Cell Lymphoma,egophily_4,6299320308.5,3.5361329219587526e-49,1.0608398765876258e-48
35,Psoriasis,T-Cell Lymphoma,egophily_5,6274134265.5,5.348277326754739e-39,1.6044831980264216e-38
36,Eczema,T-Cell Lymphoma,local_homophily_1,4078933772.0,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,4350588733.5,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,4525535197.5,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,4646338515.5,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,4735219585.0,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2838148773.5,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2651033220.5,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2543537882.5,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2457939649.0,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,2392140269.0,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,3880248772.0,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,3875204074.5,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,3851933707.5,0.0,0.0
49,Eczema,T-Cell Lymphoma,egophily_4,3850265298.0,0.0,0.0
50,Eczema,T-Cell Lymphoma,egophily_5,3845235264.5,0.0,0.0
0,Psoriasis,Eczema,global_homophily,88.0,0.3195059648919748,0.9585178946759244
1,Psoriasis,Eczema,global_entropy,128.0,0.5338294217441396,1.601488265232419
2,Psoriasis,T-Cell Lymphoma,global_homophily,139.0,0.28084201086629845,0.8425260325988954
3,Psoriasis,T-Cell Lymphoma,global_entropy,99.0,0.5897385933186072,1.7692157799558217
4,Eczema,T-Cell Lymphoma,global_homophily,209.0,6.836812536001056e-05,0.00020510437608003168
5,Eczema,T-Cell Lymphoma,global_entropy,45.0,0.005452139856940547,0.01635641957082164
6,Psoriasis,Eczema,local_homophily_1,3445677513.0,0.0,0.0
7,Psoriasis,Eczema,local_homophily_2,3287466365.0,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,3191813906.5,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,3119260418.5,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,3061970817.0,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4322023719.0,0.0,0.0
12,Psoriasis,Eczema,local_entropy_2,4358640264.0,0.0,0.0
13,Psoriasis,Eczema,local_entropy_3,4394629698.5,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,4441194419.0,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,4496839766.5,0.0,0.0
16,Psoriasis,Eczema,egophily_1,3569779529.5,5.45480183096131e-193,1.636440549288393e-192
17,Psoriasis,Eczema,egophily_2,3594197794.0,5.133927958420211e-164,1.5401783875260634e-163
18,Psoriasis,Eczema,egophily_3,3621366208.5,9.643871001318917e-136,2.8931613003956753e-135
19,Psoriasis,Eczema,egophily_4,3619120263.5,5.671027253021034e-138,1.7013081759063101e-137
20,Psoriasis,Eczema,egophily_5,3615884240.5,3.196687244999756e-141,9.590061734999268e-141
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,4411526495.5,4.079079007594904e-71,1.2237237022784712e-70
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,4528078234.5,1.371842664599059e-171,4.115527993797177e-171
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,4604603967.0,4.341954162217581e-262,1.3025862486652742e-261
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,4649590344.0,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,4673269295.0,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,3994363692.5,7.851126937852214e-77,2.3553380813556642e-76
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,3873845237.0,3.3076498030372514e-185,9.922949409111755e-185
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,3820952367.5,6.616149544938195e-248,1.9848448634814586e-247
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,3799168604.5,2.110147325423184e-276,6.330441976269552e-276
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,3801153332.5,9.665403628771182e-274,2.8996210886313547e-273
31,Psoriasis,T-Cell Lymphoma,egophily_1,4327364594.5,9.022199651810859e-26,2.706659895543258e-25
32,Psoriasis,T-Cell Lymphoma,egophily_2,4345749565.5,1.8453572918476843e-33,5.5360718755430526e-33
33,Psoriasis,T-Cell Lymphoma,egophily_3,4346880934.0,5.64918730162866e-34,1.6947561904885983e-33
34,Psoriasis,T-Cell Lymphoma,egophily_4,4339096460.0,1.7917187225217608e-30,5.375156167565282e-30
35,Psoriasis,T-Cell Lymphoma,egophily_5,4325133024.0,1.088352737954512e-24,3.265058213863536e-24
36,Eczema,T-Cell Lymphoma,local_homophily_1,3328276989.0,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,3585836057.0,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,3757083205.0,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,3878664334.0,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,3973709019.0,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2159019279.0,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,1982873799.5,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,1884876539.0,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,1813522507.0,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,1753788806.5,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,3138970228.0,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,3125960070.5,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,3107804445.0,0.0,0.0
49,Eczema,T-Cell Lymphoma,egophily_4,3102915125.5,0.0,0.0
50,Eczema,T-Cell Lymphoma,egophily_5,3096441763.0,0.0,0.0
0,Psoriasis,Eczema,global_homophily,83.0,0.22902896662469463,0.6870868998740839
1,Psoriasis,Eczema,global_entropy,135.0,0.3614963660708982,1.0844890982126945
2,Psoriasis,T-Cell Lymphoma,global_homophily,163.0,0.03808828420629213,0.1142648526188764
3,Psoriasis,T-Cell Lymphoma,global_entropy,77.0,0.14657603430900068,0.43972810292700204
4,Eczema,T-Cell Lymphoma,global_homophily,196.0,0.0005759812107616887,0.0017279436322850663
5,Eczema,T-Cell Lymphoma,global_entropy,39.0,0.0024626042007544527,0.007387812602263358
6,Psoriasis,Eczema,local_homophily_1,3550597762.5,0.0,0.0
7,Psoriasis,Eczema,local_homophily_2,3382005850.5,0.0,0.0
8,Psoriasis,Eczema,local_homophily_3,3283087372.5,0.0,0.0
9,Psoriasis,Eczema,local_homophily_4,3208359894.0,0.0,0.0
10,Psoriasis,Eczema,local_homophily_5,3149281427.5,0.0,0.0
11,Psoriasis,Eczema,local_entropy_1,4489722347.5,0.0,0.0
12,Psoriasis,Eczema,local_entropy_2,4571234882.5,0.0,0.0
13,Psoriasis,Eczema,local_entropy_3,4634080446.0,0.0,0.0
14,Psoriasis,Eczema,local_entropy_4,4693114934.0,0.0,0.0
15,Psoriasis,Eczema,local_entropy_5,4759286033.5,0.0,0.0
16,Psoriasis,Eczema,egophily_1,3682209855.0,1.2943438071844615e-204,3.883031421553385e-204
17,Psoriasis,Eczema,egophily_2,3693379648.5,3.025377658185453e-190,9.076132974556359e-190
18,Psoriasis,Eczema,egophily_3,3714886918.0,2.334651376217347e-166,7.00395412865204e-166
19,Psoriasis,Eczema,egophily_4,3710140464.5,1.7581726716656638e-171,5.274518014996992e-171
20,Psoriasis,Eczema,egophily_5,3706008617.0,5.243038808172079e-176,1.5729116424516238e-175
21,Psoriasis,T-Cell Lymphoma,local_homophily_1,6246185369.0,0.0,0.0
22,Psoriasis,T-Cell Lymphoma,local_homophily_2,6602978357.5,0.0,0.0
23,Psoriasis,T-Cell Lymphoma,local_homophily_3,6864175684.0,0.0,0.0
24,Psoriasis,T-Cell Lymphoma,local_homophily_4,7040010494.0,0.0,0.0
25,Psoriasis,T-Cell Lymphoma,local_homophily_5,7166053050.0,0.0,0.0
26,Psoriasis,T-Cell Lymphoma,local_entropy_1,5004754213.0,0.0,0.0
27,Psoriasis,T-Cell Lymphoma,local_entropy_2,4713134108.0,0.0,0.0
28,Psoriasis,T-Cell Lymphoma,local_entropy_3,4593007605.5,0.0,0.0
29,Psoriasis,T-Cell Lymphoma,local_entropy_4,4523426282.5,0.0,0.0
30,Psoriasis,T-Cell Lymphoma,local_entropy_5,4491450270.5,0.0,0.0
31,Psoriasis,T-Cell Lymphoma,egophily_1,6018161105.5,3.859399857065338e-160,1.1578199571196014e-159
32,Psoriasis,T-Cell Lymphoma,egophily_2,6050487294.5,1.1009757207646185e-186,3.3029271622938555e-186
33,Psoriasis,T-Cell Lymphoma,egophily_3,6041511857.5,1.0724734259192894e-178,3.217420277757868e-178
34,Psoriasis,T-Cell Lymphoma,egophily_4,6029013494.0,6.476072794351806e-168,1.942821838305542e-167
35,Psoriasis,T-Cell Lymphoma,egophily_5,6009575056.5,7.969040713752978e-152,2.390712214125893e-151
36,Eczema,T-Cell Lymphoma,local_homophily_1,3693452449.0,0.0,0.0
37,Eczema,T-Cell Lymphoma,local_homophily_2,3954300757.0,0.0,0.0
38,Eczema,T-Cell Lymphoma,local_homophily_3,4117641331.0,0.0,0.0
39,Eczema,T-Cell Lymphoma,local_homophily_4,4229679066.5,0.0,0.0
40,Eczema,T-Cell Lymphoma,local_homophily_5,4314049896.0,0.0,0.0
41,Eczema,T-Cell Lymphoma,local_entropy_1,2412900333.5,0.0,0.0
42,Eczema,T-Cell Lymphoma,local_entropy_2,2222353660.5,0.0,0.0
43,Eczema,T-Cell Lymphoma,local_entropy_3,2104348120.5,0.0,0.0
44,Eczema,T-Cell Lymphoma,local_entropy_4,2018959403.0,0.0,0.0
45,Eczema,T-Cell Lymphoma,local_entropy_5,1952691970.5,0.0,0.0
46,Eczema,T-Cell Lymphoma,egophily_1,3490498972.5,0.0,0.0
47,Eczema,T-Cell Lymphoma,egophily_2,3477307245.0,0.0,0.0
48,Eczema,T-Cell Lymphoma,egophily_3,3458626484.0,0.0,0.0
49,Eczema,T-Cell Lymphoma,egophily_4,3457648950.5,0.0,0.0
