,celltype_1,celltype_2,sq_ne_zscore,sq_ne_count,patient_id,condition
37,Langerhans cells,Suprabasal keratinocytes,0.17767685516893675,163,Eczema_03,Psoriasis
38,Langerhans cells,T-cells,1.2028731179167236,666,Eczema_03,Psoriasis
39,Langerhans cells,Unknown,-3.3893579003406824,949,Eczema_03,Psoriasis
40,Macrophages,Melanocytes,0.0,0,Eczema_03,Psoriasis
41,Macrophages,Smooth muscle cells,1.9167793778131756,45,Eczema_03,Psoriasis
42,Macrophages,Suprabasal keratinocytes,0.7413930027790822,14,Eczema_03,Psoriasis
43,Macrophages,T-cells,-2.059855739773799,33,Eczema_03,Psoriasis
44,Macrophages,Unknown,4.523322166578107,110,Eczema_03,Psoriasis
45,Melanocytes,Smooth muscle cells,0.0,0,Eczema_03,Psoriasis
46,Melanocytes,Suprabasal keratinocytes,1.397639722607756,32,Eczema_03,Psoriasis
47,Melanocytes,T-cells,-1.419174167133561,86,Eczema_03,Psoriasis
48,Melanocytes,Unknown,1.679079984915941,180,Eczema_03,Psoriasis
49,Smooth muscle cells,Suprabasal keratinocytes,0.0,0,Eczema_03,Psoriasis
50,Smooth muscle cells,T-cells,-0.9873382839374757,28,Eczema_03,Psoriasis
51,Smooth muscle cells,Unknown,0.1546324299563166,55,Eczema_03,Psoriasis
52,Suprabasal keratinocytes,T-cells,0.0,0,Eczema_03,Psoriasis
53,Suprabasal keratinocytes,Unknown,-4.215486371998882,160,Eczema_03,Psoriasis
54,T-cells,Unknown,0.0,0,Eczema_03,Psoriasis
0,B-cells,Basal keratinocytes,0.0,0,PSO_08,Psoriasis
1,B-cells,Endothelial cells,-1.7391689006196045,11,PSO_08,Psoriasis
2,B-cells,Fibroblasts,-0.7123649633282418,4,PSO_08,Psoriasis
3,B-cells,Langerhans cells,-0.6493427123347687,6,PSO_08,Psoriasis
4,B-cells,Macrophages,-0.4414455490033553,120,PSO_08,Psoriasis
5,B-cells,Melanocytes,-1.1252601216247913,4,PSO_08,Psoriasis
6,B-cells,Smooth muscle cells,-1.1958283426615706,6,PSO_08,Psoriasis
7,B-cells,Suprabasal keratinocytes,0.5435384813597823,7,PSO_08,Psoriasis
8,B-cells,T-cells,0.5139576756437837,57,PSO_08,Psoriasis
9,B-cells,Unknown,0.7294185035707375,33,PSO_08,Psoriasis
10,Basal keratinocytes,Endothelial cells,0.0,0,PSO_08,Psoriasis
11,Basal keratinocytes,Fibroblasts,0.16579611406110895,24,PSO_08,Psoriasis
12,Basal keratinocytes,Langerhans cells,-0.2751123727717012,30,PSO_08,Psoriasis
13,Basal keratinocytes,Macrophages,-3.795621525161889,432,PSO_08,Psoriasis
14,Basal keratinocytes,Melanocytes,-0.4832657433041047,25,PSO_08,Psoriasis
15,Basal keratinocytes,Smooth muscle cells,-0.6941753575167119,35,PSO_08,Psoriasis
16,Basal keratinocytes,Suprabasal keratinocytes,-0.5862893398419191,20,PSO_08,Psoriasis
17,Basal keratinocytes,T-cells,5.713064337791465,291,PSO_08,Psoriasis
18,Basal keratinocytes,Unknown,-2.11710275568103,97,PSO_08,Psoriasis
19,Endothelial cells,Fibroblasts,0.0,0,PSO_08,Psoriasis
20,Endothelial cells,Langerhans cells,-1.556070498082007,5,PSO_08,Psoriasis
21,Endothelial cells,Macrophages,0.8446966860073459,169,PSO_08,Psoriasis
22,Endothelial cells,Melanocytes,-0.5965225018433755,7,PSO_08,Psoriasis
23,Endothelial cells,Smooth muscle cells,2.188770757351121,20,PSO_08,Psoriasis
24,Endothelial cells,Suprabasal keratinocytes,-0.08209412432671166,7,PSO_08,Psoriasis
25,Endothelial cells,T-cells,0.026277399945642627,70,PSO_08,Psoriasis
26,Endothelial cells,Unknown,-0.4357930619900046,36,PSO_08,Psoriasis
27,Fibroblasts,Langerhans cells,0.0,0,PSO_08,Psoriasis
28,Fibroblasts,Macrophages,2.9349249572537817,247,PSO_08,Psoriasis
29,Fibroblasts,Melanocytes,-0.8345321574638629,9,PSO_08,Psoriasis
30,Fibroblasts,Smooth muscle cells,1.0316022157249292,21,PSO_08,Psoriasis
31,Fibroblasts,Suprabasal keratinocytes,0.022937028053728648,10,PSO_08,Psoriasis
32,Fibroblasts,T-cells,-3.3398010396253017,65,PSO_08,Psoriasis
33,Fibroblasts,Unknown,0.9897064180958526,58,PSO_08,Psoriasis
34,Langerhans cells,Macrophages,0.0,0,PSO_08,Psoriasis
35,Langerhans cells,Melanocytes,1.0952952189669836,201,PSO_08,Psoriasis
36,Langerhans cells,Smooth muscle cells,0.7576634012089046,280,PSO_08,Psoriasis
37,Langerhans cells,Suprabasal keratinocytes,0.29722784720597406,160,PSO_08,Psoriasis
38,Langerhans cells,T-cells,-3.805003252405223,1387,PSO_08,Psoriasis
39,Langerhans cells,Unknown,-1.8286254371123134,773,PSO_08,Psoriasis
40,Macrophages,Melanocytes,0.0,0,PSO_08,Psoriasis
41,Macrophages,Smooth muscle cells,0.7819502528373284,18,PSO_08,Psoriasis
42,Macrophages,Suprabasal keratinocytes,2.1190984319077666,15,PSO_08,Psoriasis
43,Macrophages,T-cells,-2.629994109198741,61,PSO_08,Psoriasis
44,Macrophages,Unknown,-0.13245682173718729,44,PSO_08,Psoriasis
45,Melanocytes,Smooth muscle cells,0.0,0,PSO_08,Psoriasis
46,Melanocytes,Suprabasal keratinocytes,-1.0128817417764013,9,PSO_08,Psoriasis
47,Melanocytes,T-cells,-2.529818541945064,93,PSO_08,Psoriasis
48,Melanocytes,Unknown,0.6254941425372137,69,PSO_08,Psoriasis
49,Smooth muscle cells,Suprabasal keratinocytes,0.0,0,PSO_08,Psoriasis
50,Smooth muscle cells,T-cells,-0.11243365572730499,68,PSO_08,Psoriasis
51,Smooth muscle cells,Unknown,1.402041998790428,46,PSO_08,Psoriasis
52,Suprabasal keratinocytes,T-cells,0.0,0,PSO_08,Psoriasis
53,Suprabasal keratinocytes,Unknown,-2.371586505793206,317,PSO_08,Psoriasis
54,T-cells,Unknown,0.0,0,PSO_08,Psoriasis
0,B-cells,Basal keratinocytes,0.0,0,PSO_07,Psoriasis
1,B-cells,Endothelial cells,-0.43084875716120663,16,PSO_07,Psoriasis
2,B-cells,Fibroblasts,0.3357193238714664,7,PSO_07,Psoriasis
3,B-cells,Langerhans cells,-0.6683518126170861,4,PSO_07,Psoriasis
4,B-cells,Macrophages,0.18921515823579677,121,PSO_07,Psoriasis
5,B-cells,Melanocytes,0.4847777543154441,9,PSO_07,Psoriasis
6,B-cells,Smooth muscle cells,-0.005049217280512682,17,PSO_07,Psoriasis
7,B-cells,Suprabasal keratinocytes,-0.11166880295098056,8,PSO_07,Psoriasis
8,B-cells,T-cells,0.40622061589088826,45,PSO_07,Psoriasis
9,B-cells,Unknown,0.5873767878632177,27,PSO_07,Psoriasis
10,Basal keratinocytes,Endothelial cells,0.0,0,PSO_07,Psoriasis
11,Basal keratinocytes,Fibroblasts,-1.7099738768856223,14,PSO_07,Psoriasis
12,Basal keratinocytes,Langerhans cells,0.07896922293261413,20,PSO_07,Psoriasis
13,Basal keratinocytes,Macrophages,-2.1606057064398922,384,PSO_07,Psoriasis
14,Basal keratinocytes,Melanocytes,-0.21035978616632237,26,PSO_07,Psoriasis
15,Basal keratinocytes,Smooth muscle cells,-0.5853042592510058,55,PSO_07,Psoriasis
16,Basal keratinocytes,Suprabasal keratinocytes,-1.6861972849246352,21,PSO_07,Psoriasis
17,Basal keratinocytes,T-cells,4.460586583978161,202,PSO_07,Psoriasis
18,Basal keratinocytes,Unknown,-2.0963679280336986,68,PSO_07,Psoriasis
19,Endothelial cells,Fibroblasts,0.0,0,PSO_07,Psoriasis
20,Endothelial cells,Langerhans cells,1.9437436982737566,12,PSO_07,Psoriasis
21,Endothelial cells,Macrophages,-0.9479365960189062,140,PSO_07,Psoriasis
22,Endothelial cells,Melanocytes,-0.20950969548140222,9,PSO_07,Psoriasis
23,Endothelial cells,Smooth muscle cells,0.42238318541351616,23,PSO_07,Psoriasis
24,Endothelial cells,Suprabasal keratinocytes,0.5170453948685085,12,PSO_07,Psoriasis
25,Endothelial cells,T-cells,-0.5096479490782675,50,PSO_07,Psoriasis
26,Endothelial cells,Unknown,2.4582604379180153,44,PSO_07,Psoriasis
27,Fibroblasts,Langerhans cells,0.0,0,PSO_07,Psoriasis
28,Fibroblasts,Macrophages,-0.12261533946722673,133,PSO_07,Psoriasis
29,Fibroblasts,Melanocytes,0.843938877636378,11,PSO_07,Psoriasis
30,Fibroblasts,Smooth muscle cells,-1.6832891935248142,12,PSO_07,Psoriasis
31,Fibroblasts,Suprabasal keratinocytes,0.8016598580503522,12,PSO_07,Psoriasis
32,Fibroblasts,T-cells,-3.1464506006150303,28,PSO_07,Psoriasis
33,Fibroblasts,Unknown,3.065851643878287,43,PSO_07,Psoriasis
34,Langerhans cells,Macrophages,0.0,0,PSO_07,Psoriasis
35,Langerhans cells,Melanocytes,-0.3598159970708972,181,PSO_07,Psoriasis
36,Langerhans cells,Smooth muscle cells,0.9081409416281027,419,PSO_07,Psoriasis
37,Langerhans cells,Suprabasal keratinocytes,0.10557875943442918,204,PSO_07,Psoriasis
38,Langerhans cells,T-cells,-1.7061187473335229,977,PSO_07,Psoriasis
39,Langerhans cells,Unknown,-1.5042981318523376,557,PSO_07,Psoriasis
40,Macrophages,Melanocytes,0.0,0,PSO_07,Psoriasis
41,Macrophages,Smooth muscle cells,-0.5353414084068073,24,PSO_07,Psoriasis
42,Macrophages,Suprabasal keratinocytes,1.0667118138195373,17,PSO_07,Psoriasis
43,Macrophages,T-cells,-2.793433348256834,44,PSO_07,Psoriasis
44,Macrophages,Unknown,2.3077996662427323,52,PSO_07,Psoriasis
45,Melanocytes,Smooth muscle cells,0.0,0,PSO_07,Psoriasis
46,Melanocytes,Suprabasal keratinocytes,-0.3475556148342,27,PSO_07,Psoriasis
47,Melanocytes,T-cells,-1.030766242394038,134,PSO_07,Psoriasis
48,Melanocytes,Unknown,0.8531449654987951,90,PSO_07,Psoriasis
49,Smooth muscle cells,Suprabasal keratinocytes,0.0,0,PSO_07,Psoriasis
50,Smooth muscle cells,T-cells,-1.2416156222239119,63,PSO_07,Psoriasis
51,Smooth muscle cells,Unknown,1.5400683682076566,51,PSO_07,Psoriasis
52,Suprabasal keratinocytes,T-cells,0.0,0,PSO_07,Psoriasis
53,Suprabasal keratinocytes,Unknown,-3.6171845744222346,163,PSO_07,Psoriasis
54,T-cells,Unknown,0.0,0,PSO_07,Psoriasis
0,B-cells,Basal keratinocytes,0.0,0,TCL_04,T-Cell Lymphoma
1,B-cells,Endothelial cells,-1.1785742932800676,75,TCL_04,T-Cell Lymphoma
2,B-cells,Fibroblasts,0.49663863970805516,51,TCL_04,T-Cell Lymphoma
3,B-cells,Langerhans cells,0.07735935659582886,2,TCL_04,T-Cell Lymphoma
4,B-cells,Macrophages,1.366646846700877,48,TCL_04,T-Cell Lymphoma
5,B-cells,Melanocytes,-0.18737485990170982,1,TCL_04,T-Cell Lymphoma
6,B-cells,Smooth muscle cells,-0.23705440115882873,28,TCL_04,T-Cell Lymphoma
7,B-cells,Suprabasal keratinocytes,0.9413398024719096,44,TCL_04,T-Cell Lymphoma
8,B-cells,T-cells,-0.7167829568932584,47,TCL_04,T-Cell Lymphoma
9,B-cells,Unknown,0.7108639100397576,12,TCL_04,T-Cell Lymphoma
10,Basal keratinocytes,Endothelial cells,0.0,0,TCL_04,T-Cell Lymphoma
11,Basal keratinocytes,Fibroblasts,-4.087777424844415,665,TCL_04,T-Cell Lymphoma
12,Basal keratinocytes,Langerhans cells,0.7636742398630645,34,TCL_04,T-Cell Lymphoma
13,Basal keratinocytes,Macrophages,-1.8796494938248527,591,TCL_04,T-Cell Lymphoma
14,Basal keratinocytes,Melanocytes,-2.2700379463326894,11,TCL_04,T-Cell Lymphoma
15,Basal keratinocytes,Smooth muscle cells,-2.2573827282190044,427,TCL_04,T-Cell Lymphoma
16,Basal keratinocytes,Suprabasal keratinocytes,-3.8203964294971167,544,TCL_04,T-Cell Lymphoma
17,Basal keratinocytes,T-cells,4.1814063269826125,937,TCL_04,T-Cell Lymphoma
18,Basal keratinocytes,Unknown,-0.5478179308122224,154,TCL_04,T-Cell Lymphoma
19,Endothelial cells,Fibroblasts,0.0,0,TCL_04,T-Cell Lymphoma
20,Endothelial cells,Langerhans cells,0.004960203388842715,17,TCL_04,T-Cell Lymphoma
21,Endothelial cells,Macrophages,1.7801037036924627,385,TCL_04,T-Cell Lymphoma
22,Endothelial cells,Melanocytes,0.8233215380457275,14,TCL_04,T-Cell Lymphoma
23,Endothelial cells,Smooth muscle cells,1.02772009866457,279,TCL_04,T-Cell Lymphoma
24,Endothelial cells,Suprabasal keratinocytes,2.7383574649368057,396,TCL_04,T-Cell Lymphoma
25,Endothelial cells,T-cells,-1.4276686107819918,440,TCL_04,T-Cell Lymphoma
26,Endothelial cells,Unknown,2.114604676340047,109,TCL_04,T-Cell Lymphoma
27,Fibroblasts,Langerhans cells,0.0,0,TCL_04,T-Cell Lymphoma
28,Fibroblasts,Macrophages,-0.8870600353295104,11,TCL_04,T-Cell Lymphoma
29,Fibroblasts,Melanocytes,-0.6692357192174081,0,TCL_04,T-Cell Lymphoma
30,Fibroblasts,Smooth muscle cells,-1.6474354852055968,5,TCL_04,T-Cell Lymphoma
31,Fibroblasts,Suprabasal keratinocytes,0.11847584809698701,14,TCL_04,T-Cell Lymphoma
32,Fibroblasts,T-cells,0.40831408104891775,20,TCL_04,T-Cell Lymphoma
33,Fibroblasts,Unknown,1.2534328952239582,6,TCL_04,T-Cell Lymphoma
34,Langerhans cells,Macrophages,0.0,0,TCL_04,T-Cell Lymphoma
35,Langerhans cells,Melanocytes,-0.12004637958226727,9,TCL_04,T-Cell Lymphoma
36,Langerhans cells,Smooth muscle cells,2.019161615833118,244,TCL_04,T-Cell Lymphoma
37,Langerhans cells,Suprabasal keratinocytes,-1.1788808159097872,270,TCL_04,T-Cell Lymphoma
38,Langerhans cells,T-cells,-0.2508234617959627,381,TCL_04,T-Cell Lymphoma
39,Langerhans cells,Unknown,-1.1665551469620632,64,TCL_04,T-Cell Lymphoma
40,Macrophages,Melanocytes,0.0,0,TCL_04,T-Cell Lymphoma
41,Macrophages,Smooth muscle cells,-0.7522785470016847,5,TCL_04,T-Cell Lymphoma
42,Macrophages,Suprabasal keratinocytes,1.5983088163804224,14,TCL_04,T-Cell Lymphoma
43,Macrophages,T-cells,-0.9956299816748481,9,TCL_04,T-Cell Lymphoma
44,Macrophages,Unknown,-0.9090685908724163,1,TCL_04,T-Cell Lymphoma
45,Melanocytes,Smooth muscle cells,0.0,0,TCL_04,T-Cell Lymphoma
46,Melanocytes,Suprabasal keratinocytes,1.0403090631686447,228,TCL_04,T-Cell Lymphoma
47,Melanocytes,T-cells,-0.5861491549979896,276,TCL_04,T-Cell Lymphoma
48,Melanocytes,Unknown,-1.11692092707013,47,TCL_04,T-Cell Lymphoma
49,Smooth muscle cells,Suprabasal keratinocytes,0.0,0,TCL_04,T-Cell Lymphoma
50,Smooth muscle cells,T-cells,-1.7103144367944763,350,TCL_04,T-Cell Lymphoma
51,Smooth muscle cells,Unknown,0.8947618759937889,80,TCL_04,T-Cell Lymphoma
52,Suprabasal keratinocytes,T-cells,0.0,0,TCL_04,T-Cell Lymphoma
53,Suprabasal keratinocytes,Unknown,-2.0990127513638237,78,TCL_04,T-Cell Lymphoma
54,T-cells,Unknown,0.0,0,TCL_04,T-Cell Lymphoma
0,B-cells,Basal keratinocytes,0.0,0,Eczema_05,Eczema
1,B-cells,Endothelial cells,-2.747412674332919,112,Eczema_05,Eczema
2,B-cells,Fibroblasts,1.7044867338982626,13,Eczema_05,Eczema
3,B-cells,Langerhans cells,-0.18784091427368757,16,Eczema_05,Eczema
4,B-cells,Macrophages,3.463353846668082,33,Eczema_05,Eczema
5,B-cells,Melanocytes,-2.6245738950695556,1,Eczema_05,Eczema
6,B-cells,Smooth muscle cells,0.0004355862202009634,22,Eczema_05,Eczema
7,B-cells,Suprabasal keratinocytes,0.48824351875400773,11,Eczema_05,Eczema
8,B-cells,T-cells,0.35438862049460523,36,Eczema_05,Eczema
9,B-cells,Unknown,0.4496946923166171,44,Eczema_05,Eczema
10,Basal keratinocytes,Endothelial cells,0.0,0,Eczema_05,Eczema
11,Basal keratinocytes,Fibroblasts,-0.45014062329272814,62,Eczema_05,Eczema
12,Basal keratinocytes,Langerhans cells,-2.9366082372106708,103,Eczema_05,Eczema
13,Basal keratinocytes,Macrophages,-0.5440959218386269,143,Eczema_05,Eczema
14,Basal keratinocytes,Melanocytes,-2.411250241069354,48,Eczema_05,Eczema
15,Basal keratinocytes,Smooth muscle cells,-1.2639760237119568,157,Eczema_05,Eczema
16,Basal keratinocytes,Suprabasal keratinocytes,-1.1025027347274703,68,Eczema_05,Eczema
17,Basal keratinocytes,T-cells,0.5655930485728339,274,Eczema_05,Eczema
18,Basal keratinocytes,Unknown,-6.533746476863824,227,Eczema_05,Eczema
19,Endothelial cells,Fibroblasts,0.0,0,Eczema_05,Eczema
20,Endothelial cells,Langerhans cells,-0.7000739537737845,6,Eczema_05,Eczema
21,Endothelial cells,Macrophages,-1.0439585964011011,6,Eczema_05,Eczema
22,Endothelial cells,Melanocytes,-0.9410281421482659,2,Eczema_05,Eczema
23,Endothelial cells,Smooth muscle cells,1.1924114298245247,14,Eczema_05,Eczema
24,Endothelial cells,Suprabasal keratinocytes,0.6577497445427515,6,Eczema_05,Eczema
25,Endothelial cells,T-cells,-1.590519067132198,10,Eczema_05,Eczema
26,Endothelial cells,Unknown,-0.8426069527867907,16,Eczema_05,Eczema
27,Fibroblasts,Langerhans cells,0.0,0,Eczema_05,Eczema
28,Fibroblasts,Macrophages,0.23506931196182568,19,Eczema_05,Eczema
29,Fibroblasts,Melanocytes,2.405648549784649,14,Eczema_05,Eczema
30,Fibroblasts,Smooth muscle cells,1.2535898526510887,26,Eczema_05,Eczema
31,Fibroblasts,Suprabasal keratinocytes,-0.38599351487998224,8,Eczema_05,Eczema
32,Fibroblasts,T-cells,0.43948003327973634,35,Eczema_05,Eczema
33,Fibroblasts,Unknown,1.3610963925059498,47,Eczema_05,Eczema
34,Langerhans cells,Macrophages,0.0,0,Eczema_05,Eczema
35,Langerhans cells,Melanocytes,-2.34270311019821,2,Eczema_05,Eczema
36,Langerhans cells,Smooth muscle cells,-0.17352561417329113,23,Eczema_05,Eczema
37,Langerhans cells,Suprabasal keratinocytes,0.5544436259400342,12,Eczema_05,Eczema
38,Langerhans cells,T-cells,1.1337711177567296,43,Eczema_05,Eczema
39,Langerhans cells,Unknown,-0.8530734052625696,39,Eczema_05,Eczema
40,Macrophages,Melanocytes,0.0,0,Eczema_05,Eczema
41,Macrophages,Smooth muscle cells,1.034339500427477,13,Eczema_05,Eczema
42,Macrophages,Suprabasal keratinocytes,1.2891206727524134,7,Eczema_05,Eczema
43,Macrophages,T-cells,-1.243140725450965,11,Eczema_05,Eczema
44,Macrophages,Unknown,3.3571062110470504,33,Eczema_05,Eczema
45,Melanocytes,Smooth muscle cells,0.0,0,Eczema_05,Eczema
46,Melanocytes,Suprabasal keratinocytes,-1.1869911532604203,8,Eczema_05,Eczema
47,Melanocytes,T-cells,-1.9389869927624541,30,Eczema_05,Eczema
48,Melanocytes,Unknown,2.8555406771359957,70,Eczema_05,Eczema
49,Smooth muscle cells,Suprabasal keratinocytes,0.0,0,Eczema_05,Eczema
50,Smooth muscle cells,T-cells,-0.41475124788997597,17,Eczema_05,Eczema
51,Smooth muscle cells,Unknown,1.504941535972319,29,Eczema_05,Eczema
52,Suprabasal keratinocytes,T-cells,0.0,0,Eczema_05,Eczema
53,Suprabasal keratinocytes,Unknown,0.2829901252279478,82,Eczema_05,Eczema
54,T-cells,Unknown,0.0,0,Eczema_05,Eczema
0,B-cells,Basal keratinocytes,0.0,0,Eczema_13,Eczema
1,B-cells,Endothelial cells,-1.0127449956822674,47,Eczema_13,Eczema
2,B-cells,Fibroblasts,-0.5715937838740089,2,Eczema_13,Eczema
3,B-cells,Langerhans cells,1.2927059095608062,7,Eczema_13,Eczema
4,B-cells,Macrophages,1.488899790527296,20,Eczema_13,Eczema
5,B-cells,Melanocytes,-0.27867621599312153,5,Eczema_13,Eczema
6,B-cells,Smooth muscle cells,0.10893647452219656,12,Eczema_13,Eczema
7,B-cells,Suprabasal keratinocytes,-0.5810770580031305,2,Eczema_13,Eczema
8,B-cells,T-cells,-2.356335341136706,19,Eczema_13,Eczema
9,B-cells,Unknown,1.0739185546678967,32,Eczema_13,Eczema
10,Basal keratinocytes,Endothelial cells,0.0,0,Eczema_13,Eczema
11,Basal keratinocytes,Fibroblasts,-2.156138309195851,12,Eczema_13,Eczema
12,Basal keratinocytes,Langerhans cells,-0.5168901707798225,28,Eczema_13,Eczema
13,Basal keratinocytes,Macrophages,-2.5661599573141225,84,Eczema_13,Eczema
14,Basal keratinocytes,Melanocytes,-3.5124542613372935,21,Eczema_13,Eczema
15,Basal keratinocytes,Smooth muscle cells,0.06927497434367312,85,Eczema_13,Eczema
16,Basal keratinocytes,Suprabasal keratinocytes,-1.7525428315297944,14,Eczema_13,Eczema
17,Basal keratinocytes,T-cells,0.974673410762956,243,Eczema_13,Eczema
18,Basal keratinocytes,Unknown,-4.42098546635197,143,Eczema_13,Eczema
19,Endothelial cells,Fibroblasts,0.0,0,Eczema_13,Eczema
20,Endothelial cells,Langerhans cells,4.2773918884918745,7,Eczema_13,Eczema
21,Endothelial cells,Macrophages,0.044166208013524826,6,Eczema_13,Eczema
22,Endothelial cells,Melanocytes,-0.9084015564938296,1,Eczema_13,Eczema
23,Endothelial cells,Smooth muscle cells,1.5669197647710638,8,Eczema_13,Eczema
24,Endothelial cells,Suprabasal keratinocytes,-1.107161254192979,0,Eczema_13,Eczema
25,Endothelial cells,T-cells,-0.4443379747312895,11,Eczema_13,Eczema
26,Endothelial cells,Unknown,0.11621272185648232,11,Eczema_13,Eczema
27,Fibroblasts,Langerhans cells,0.0,0,Eczema_13,Eczema
28,Fibroblasts,Macrophages,-0.8664768113750508,6,Eczema_13,Eczema
29,Fibroblasts,Melanocytes,-0.1574189030460084,3,Eczema_13,Eczema
30,Fibroblasts,Smooth muscle cells,1.3092115951574164,10,Eczema_13,Eczema
31,Fibroblasts,Suprabasal keratinocytes,-0.558685027157644,1,Eczema_13,Eczema
32,Fibroblasts,T-cells,0.9001519112219734,22,Eczema_13,Eczema
33,Fibroblasts,Unknown,-0.08748270090627866,15,Eczema_13,Eczema
34,Langerhans cells,Macrophages,0.0,0,Eczema_13,Eczema
35,Langerhans cells,Melanocytes,2.669300781262262,20,Eczema_13,Eczema
36,Langerhans cells,Smooth muscle cells,-1.1277614930835813,18,Eczema_13,Eczema
37,Langerhans cells,Suprabasal keratinocytes,3.1678246246836728,13,Eczema_13,Eczema
38,Langerhans cells,T-cells,-1.1944357903663765,55,Eczema_13,Eczema
39,Langerhans cells,Unknown,-0.2311728940598579,52,Eczema_13,Eczema
40,Macrophages,Melanocytes,0.0,0,Eczema_13,Eczema
41,Macrophages,Smooth muscle cells,-0.7181017483190465,7,Eczema_13,Eczema
42,Macrophages,Suprabasal keratinocytes,0.5341332102130816,3,Eczema_13,Eczema
43,Macrophages,T-cells,0.31888568493196146,26,Eczema_13,Eczema
44,Macrophages,Unknown,1.806629540436047,29,Eczema_13,Eczema
45,Melanocytes,Smooth muscle cells,0.0,0,Eczema_13,Eczema
46,Melanocytes,Suprabasal keratinocytes,-0.3097091196690721,4,Eczema_13,Eczema
47,Melanocytes,T-cells,1.391768761187056,59,Eczema_13,Eczema
48,Melanocytes,Unknown,1.0951459061387687,49,Eczema_13,Eczema
49,Smooth muscle cells,Suprabasal keratinocytes,0.0,0,Eczema_13,Eczema
50,Smooth muscle cells,T-cells,-0.8315251254902785,10,Eczema_13,Eczema
51,Smooth muscle cells,Unknown,-0.5433303359392048,9,Eczema_13,Eczema
52,Suprabasal keratinocytes,T-cells,0.0,0,Eczema_13,Eczema
53,Suprabasal keratinocytes,Unknown,-0.7846130542259957,108,Eczema_13,Eczema
54,T-cells,Unknown,0.0,0,Eczema_13,Eczema
0,B-cells,Basal keratinocytes,0.0,0,PSO_06,Psoriasis
1,B-cells,Endothelial cells,-2.078019898066564,40,PSO_06,Psoriasis
2,B-cells,Fibroblasts,-0.48123317043543684,12,PSO_06,Psoriasis
3,B-cells,Langerhans cells,1.4447379471713053,29,PSO_06,Psoriasis
4,B-cells,Macrophages,0.39334091120780207,106,PSO_06,Psoriasis
5,B-cells,Melanocytes,0.09341323270302541,27,PSO_06,Psoriasis
6,B-cells,Smooth muscle cells,0.26588962345659684,58,PSO_06,Psoriasis
7,B-cells,Suprabasal keratinocytes,-1.3126441398326802,10,PSO_06,Psoriasis
8,B-cells,T-cells,-0.5072392942688079,106,PSO_06,Psoriasis
9,B-cells,Unknown,1.3930336764653222,106,PSO_06,Psoriasis
10,Basal keratinocytes,Endothelial cells,0.0,0,PSO_06,Psoriasis
11,Basal keratinocytes,Fibroblasts,-0.14263429604851155,25,PSO_06,Psoriasis
12,Basal keratinocytes,Langerhans cells,-3.4352858472673744,22,PSO_06,Psoriasis
13,Basal keratinocytes,Macrophages,-2.7001604648179924,161,PSO_06,Psoriasis
14,Basal keratinocytes,Melanocytes,-1.2541985256328962,42,PSO_06,Psoriasis
15,Basal keratinocytes,Smooth muscle cells,-3.1940779484587916,75,PSO_06,Psoriasis
16,Basal keratinocytes,Suprabasal keratinocytes,-1.1868508682939611,23,PSO_06,Psoriasis
17,Basal keratinocytes,T-cells,8.966001050983918,329,PSO_06,Psoriasis
18,Basal keratinocytes,Unknown,-4.360588487202949,124,PSO_06,Psoriasis
19,Endothelial cells,Fibroblasts,0.0,0,PSO_06,Psoriasis
20,Endothelial cells,Langerhans cells,-0.2379630356870751,10,PSO_06,Psoriasis
21,Endothelial cells,Macrophages,-0.4577946139504925,46,PSO_06,Psoriasis
22,Endothelial cells,Melanocytes,-0.16826414600410383,12,PSO_06,Psoriasis
23,Endothelial cells,Smooth muscle cells,0.6767740627485856,30,PSO_06,Psoriasis
24,Endothelial cells,Suprabasal keratinocytes,-0.46356487082486386,6,PSO_06,Psoriasis
25,Endothelial cells,T-cells,-0.061325386914671126,53,PSO_06,Psoriasis
26,Endothelial cells,Unknown,-0.8720176248284665,39,PSO_06,Psoriasis
27,Fibroblasts,Langerhans cells,0.0,0,PSO_06,Psoriasis
28,Fibroblasts,Macrophages,1.1382586865799678,89,PSO_06,Psoriasis
29,Fibroblasts,Melanocytes,0.35191901237368733,22,PSO_06,Psoriasis
30,Fibroblasts,Smooth muscle cells,1.5464508513972013,53,PSO_06,Psoriasis
31,Fibroblasts,Suprabasal keratinocytes,-0.2729685328333067,11,PSO_06,Psoriasis
32,Fibroblasts,T-cells,-3.2908454339972866,60,PSO_06,Psoriasis
33,Fibroblasts,Unknown,3.0386785502476665,96,PSO_06,Psoriasis
34,Langerhans cells,Macrophages,0.0,0,PSO_06,Psoriasis
35,Langerhans cells,Melanocytes,-0.8622622235649148,87,PSO_06,Psoriasis
36,Langerhans cells,Smooth muscle cells,2.0095292123907678,225,PSO_06,Psoriasis
37,Langerhans cells,Suprabasal keratinocytes,-0.2669025601097926,53,PSO_06,Psoriasis
38,Langerhans cells,T-cells,-1.346419633302081,377,PSO_06,Psoriasis
39,Langerhans cells,Unknown,-0.13038846692285563,331,PSO_06,Psoriasis
40,Macrophages,Melanocytes,0.0,0,PSO_06,Psoriasis
41,Macrophages,Smooth muscle cells,0.14210426634734383,53,PSO_06,Psoriasis
42,Macrophages,Suprabasal keratinocytes,2.1023789458770423,22,PSO_06,Psoriasis
43,Macrophages,T-cells,-1.4114326790003506,91,PSO_06,Psoriasis
